año,mes,ventas,ingresos,costos,margen,margen_porcentaje,ventas_financiadas,num_financiadas,periodo,tasa_financiacion
2020,1,37,2369143.5,1930015.0,439128.5,12.442682712256072,1302450.5,21,2020-01,54.9755850584821
2020,2,24,1455350.25,1371002.0,84348.25,-5.386933372234438,621038.0,11,2020-02,42.67275179978153
2020,3,30,1895396.95,1611794.0,283602.95,9.030018249114944,786380.55,13,2020-03,41.4889635651255
2020,4,38,2309773.6,2116814.0,192959.6,4.126960435101711,986583.95,17,2020-04,42.71344819249817
2020,5,29,1805306.35,1669401.0,135905.34999999998,-0.5811919542564488,1169815.55,19,2020-05,64.79872792781126
2020,6,35,2175763.45,1860048.0,315715.44999999995,11.660081600691626,1162436.8,19,2020-06,53.4266167583613
2020,7,45,2660185.75,2509327.0,150858.75,-2.203522395277047,752694.9,12,2020-07,28.294824900855136
2020,8,30,1869404.4000000001,1665511.0,203893.40000000005,5.407734230395931,656004.65,11,2020-08,35.091639347805106
2020,9,34,2045375.85,1858645.0,186730.85000000003,0.37860782791265946,599105.7,11,2020-09,29.290738912361753
2020,10,31,1817561.9,1659826.0,157735.9,2.666331783574869,832040.2999999999,14,2020-10,45.77782467821316
2020,11,37,2146996.75,1969021.0,177975.74999999997,-2.691921045432061,1011763.15,17,2020-11,47.124577622206466
2020,12,27,1550607.15,1345518.0,205089.15,4.989168507594944,721571.4,13,2020-12,46.53476543043156
2021,1,40,2413870.15,2188179.0,225691.14999999997,0.9835320035348827,799806.65,12,2021-01,33.133789321683274
2021,2,31,1973495.55,1726823.0,246672.54999999996,6.638155944320533,713020.0,11,2021-02,36.1298002420122
2021,3,29,1859414.85,1587534.0,271880.85,7.344366558632014,893355.5,14,2021-03,48.04498038724387
2021,4,21,1374875.05,1138565.0,236310.05000000002,6.092912381999652,894136.6,13,2021-04,65.03402618296114
2021,5,26,1599486.15,1259566.0,339920.15,11.633768078224215,531601.1,8,2021-05,33.23574261646467
2021,6,41,2241164.75,2259097.0,-17932.249999999978,-8.79824549014463,703180.35,14,2021-06,31.37566526512609
2021,7,20,1164302.35,1120528.0,43774.350000000006,-3.8705256276349993,720843.45,12,2021-07,61.9120497351912
2021,8,26,1457256.45,1489976.0,-32719.54999999999,-11.372484010566723,566776.25,10,2021-08,38.893377346176784
2021,9,31,1954499.55,1707873.0,246626.55000000002,6.623912810681029,632070.5,9,2021-09,32.339250218809205
2021,10,25,1459530.05,1567355.0,-107824.95,-15.904581800045985,410420.64999999997,7,2021-10,28.120054808052767
2021,11,34,2100697.85,1813849.0,286848.85000000003,3.686510333193546,610179.5,12,2021-11,29.046514233353456
2021,12,24,1374999.5,1332668.0,42331.50000000001,-5.723908820243472,564747.6,11,2021-12,41.07256766275187
2022,1,21,1298418.55,1106260.0,192158.55,7.560468907876619,329371.1,6,2022-01,25.367097535690625
2022,2,23,1360118.8,1218622.0,141496.79999999993,0.6212868940001609,554451.45,9,2022-02,40.764928034227594
2022,3,26,1590295.85,1411311.0,178984.85,-2.711065019228916,689634.1,12,2022-03,43.36514491941861
2022,4,35,1958881.75,1823889.0,134992.75,-2.394696825456191,731335.5,13,2022-04,37.33433628650632
2022,5,22,1225069.95,1327241.0,-102171.05000000002,-15.667403241772604,633150.4,11,2022-05,51.68279574566335
2022,6,28,1690094.85,1621904.0,68190.85,-3.1788485535721156,1114195.65,18,2022-06,65.92503669246727
