año,mes,ventas,ingresos,costos,margen,margen_porcentaje,ventas_financiadas,num_financiadas,periodo,tasa_financiacion
2020,1,4,204359.0,223415.0,-19056.0,-1363.5888316462365,153999.0,2,2020-01,75.35709217602357
2020,2,6,374231.0,435111.0,-60880.0,-1596.7081316617905,290962.0,4,2020-02,77.74930457391291
2020,3,5,360495.0,450523.0,-90028.0,-3106.886683730701,360495.0,5,2020-03,100.0
2020,4,4,450401.0,384089.0,66312.0,14.781809519708704,450401.0,4,2020-04,100.0
2020,5,3,222346.0,179998.0,42348.0,18.180943019824397,56389.0,1,2020-05,25.3609239653513
2020,6,1,53895.0,44449.0,9446.0,17.526672233045737,53895.0,1,2020-06,100.0
2020,7,7,708498.0,669371.0,39127.0,-1499.932307044633,422970.0,5,2020-07,59.69953337906387
2020,8,4,243332.0,266239.0,-22907.0,-1684.901793465537,131942.0,3,2020-08,54.223036838558016
2020,9,6,380258.0,505465.0,-125207.0,-3227.635172831326,2000.0,2,2020-09,0.5259586912043929
2020,10,6,243232.0,352949.0,-109717.0,-2368.3612037859502,87989.0,2,2020-10,36.174927641099856
2020,11,8,392534.0,486882.0,-94348.0,-1990.3926686530804,140718.0,3,2020-11,35.8486143875435
2020,12,4,208560.0,237524.0,-28964.0,-1962.0406029522896,147277.0,2,2020-12,70.61612965093977
2021,1,4,317161.0,257814.0,59347.0,17.378082827447837,113650.0,1,2021-01,35.83353564908674
2021,2,3,36194.0,106163.0,-69969.0,-2635.4021017332475,1000.0,1,2021-02,2.7628888766093826
2021,3,7,434739.0,459592.0,-24853.0,-1207.4504165969688,86450.0,1,2021-03,19.885494515099865
2021,4,5,429077.0,344551.0,84526.0,-344.85921608432415,157605.0,1,2021-04,36.731169463755926
2021,5,8,691241.0,613160.0,78081.0,-680.1803457741199,263129.0,3,2021-05,38.06617373680091
2021,6,2,58924.0,81304.0,12174.0,20.66051184576743,58924.0,1,2021-06,100.0
2021,7,3,86934.0,171169.0,-84235.0,-3257.3200348340465,86934.0,3,2021-07,100.0
2021,8,8,512478.0,547299.0,63369.0,-678.7736028967087,188883.0,3,2021-08,36.85680165782726
2021,9,2,279859.0,220127.0,59732.0,21.326733775899868,143206.0,1,2021-09,51.17076813681175
2021,10,5,327513.0,379449.0,-51936.0,-2161.8426108879735,119524.0,3,2021-10,36.49442922876344
2021,11,5,191611.0,237502.0,-45891.0,-1519.9319122177917,52738.0,2,2021-11,27.52347203448654
2021,12,3,183690.0,152526.0,31164.0,15.264697019653488,44693.0,1,2021-12,24.330665795633948
2022,1,5,321992.0,310551.0,11441.0,-770.0188288919387,261582.0,3,2022-01,81.23866431464137
2022,2,2,52771.0,44105.0,8666.0,15.454351030612848,21753.0,1,2022-02,41.22150423528074
2022,3,3,107494.0,87888.0,19606.0,17.956522494547873,30499.0,1,2022-03,28.372746385844792
2022,4,5,363850.0,521328.0,-157478.0,-4315.64623615778,126462.0,3,2022-04,34.756630479593234
2022,5,4,124403.0,170687.0,-46284.0,-1353.7036377505667,106193.0,2,2022-05,85.36208933868154
2022,6,2,225580.0,176173.0,49407.0,21.899298466259225,0.0,0,2022-06,0.0
2022,7,4,334982.0,339701.0,-4719.0,-1591.04193011818,119513.0,1,2022-07,35.67743938480277
2022,8,2,131965.0,105156.0,26809.0,21.798431283602902,0.0,0,2022-08,0.0
2022,9,2,123956.0,112841.0,11115.0,10.849683329037934,27136.0,1,2022-09,21.891638968666303
2022,10,4,114040.0,237600.0,-123560.0,-3299.7307478713847,34143.0,3,2022-10,29.93949491406524
2022,11,1,58531.0,46955.0,11576.0,19.77755377492269,58531.0,1,2022-11,100.0
2022,12,4,155849.0,247740.0,-91891.0,-3049.0402409905055,87334.0,2,2022-12,56.037574832048975
2023,1,4,217695.0,184807.0,32888.0,17.095169400296435,0.0,0,2023-01,0.0
2023,2,4,224044.0,266444.0,-42400.0,-2143.7699151319416,112585.0,2,2023-02,50.25128992519326
2023,3,3,302878.0,255200.0,47678.0,17.06127423433294,302878.0,3,2023-03,100.0
2023,4,2,133036.0,106360.0,26676.0,19.950218573379193,62557.0,1,2023-04,47.022610421239364
2023,5,5,206190.0,331950.0,-125760.0,-3163.6643929386614,29535.0,2,2023-05,14.324167030408846
2023,6,4,128132.0,151346.0,-23214.0,-982.7717599885943,43519.0,3,2023-06,33.96419317578747
2023,7,1,41720.0,37747.0,3973.0,9.52301054650048,0.0,0,2023-07,0.0
2023,8,2,29955.0,52061.0,-22106.0,-1503.9882144707306,1000.0,1,2023-08,3.3383408446002334
2023,9,4,281873.0,314206.0,-32333.0,-1926.8525921104558,79037.0,1,2023-09,28.039932877572525
2023,10,4,115397.0,349965.0,-234568.0,-6527.198328692047,1000.0,1,2023-10,0.8665736544277581
2023,11,6,340038.0,434333.0,-94295.0,-2655.869429232854,0.0,0,2023-11,0.0
2023,12,4,311243.0,378553.0,-67310.0,-2872.1606761216435,93487.0,2,2023-12,30.036659459007915
2024,1,4,434662.0,444962.0,-10300.0,-2953.714074010328,291444.0,2,2024-01,67.05071986969186
2024,2,1,1000.0,101512.0,-100512.0,-10051.2,0.0,0,2024-02,0.0
2024,3,6,154114.0,287806.0,-133692.0,-2832.9636614257874,34032.0,3,2024-03,22.08235462060553
2024,4,5,433606.0,337292.0,96314.0,21.30669688312578,222933.0,3,2024-04,51.413725824827154
2024,5,2,40702.0,138483.0,-97781.0,-5429.680930431717,0.0,0,2024-05,0.0
2024,6,4,188600.0,336834.0,-72967.0,-3820.4573569352838,137737.0,2,2024-06,73.03128313891834
2024,7,3,280338.0,228645.0,51693.0,16.59806558066965,280338.0,3,2024-07,100.0
2024,8,3,300669.0,237402.0,63267.0,20.952612623445138,51617.0,1,2024-08,17.16738340168092
2024,9,3,267762.0,223520.0,44242.0,16.280736572134497,131934.0,2,2024-09,49.272861720483114
2024,10,5,307296.0,248993.0,58303.0,19.983604441788053,234402.0,3,2024-10,76.27889721961887
2024,11,2,155296.0,121929.0,33367.0,20.38011948160078,92873.0,1,2024-11,59.80385843807954
