id_venta,id_tiempo,id_cliente,id_vehiculo,id_vendedor,id_sucursal,id_tipo_pago,cantidad,precio_venta,costo_vehiculo,descuento,precio_neto,margen_ganancia,financiado,comision_vendedor
1295.0,,193,528,79.0,23,5.0,1.0,123584.0,94168.0,5.0,117404.79999999999,29416.0,0,1148.37
1367.0,,751,572,61.0,8,19.0,1.0,79166.0,73013.0,35.0,51457.9,6153.0,1,1810.35
1364.0,,450,475,49.0,34,4.0,1.0,35721.0,25535.0,13.0,31077.27,10186.0,0,364.71
1542.0,,455,66,75.0,26,5.0,1.0,121345.0,110233.0,2.0,118918.09999999999,11112.0,1,3787.4
1801.0,,735,247,91.0,2,14.0,0.0,1000.0,17493.0,19.0,810.0,-16493.0,0,538.33
1323.0,,517,57,62.0,14,5.0,1.0,70468.0,59676.0,27.0,51441.64,10792.0,1,1124.49
427.0,,219,55,18.0,24,2.0,1.0,1000.0,42966.0,8.0,920.0,-41966.0,0,671.51
462.0,,623,287,39.0,23,4.0,1.0,1000.0,32804.0,10.0,900.0,-31804.0,1,1190.75
1304.0,,421,2,98.0,35,17.0,1.0,,43294.0,24.0,,,1,1243.66
1959.0,,885,317,6.0,33,18.0,1.0,112051.0,99410.0,27.0,81797.23,12641.0,0,2071.03
241.0,,341,493,100.0,14,13.0,1.0,36128.0,33281.0,5.0,34321.6,2847.0,0,848.9
1030.0,,440,352,17.0,19,2.0,1.0,30013.0,25632.0,3.0,29112.61,4381.0,0,583.08
1046.0,,529,375,98.0,7,5.0,1.0,1000.0,72018.0,33.0,669.9999999999999,-71018.0,0,2088.65
1131.0,,754,545,13.0,7,5.0,1.0,77846.0,68287.0,7.0,72396.78,9559.0,1,2152.85
991.0,,580,188,92.0,26,11.0,1.0,1000.0,80713.0,13.0,870.0,-79713.0,0,956.4
575.0,,844,2,57.0,18,10.0,1.0,108566.0,100381.0,20.0,86852.8,8185.0,0,
165.0,,255,460,73.0,4,18.0,1.0,57152.0,52098.0,30.0,40006.399999999994,5054.0,0,1501.85
1218.0,,510,330,21.0,21,9.0,1.0,120020.0,106335.0,26.0,88814.8,13685.0,1,3754.35
415.0,,426,221,92.0,25,2.0,1.0,128748.0,116783.0,30.0,90123.59999999999,11965.0,0,1441.91
1652.0,,842,151,76.0,20,8.0,1.0,1000.0,87932.0,34.0,659.9999999999999,-86932.0,0,1296.25
946.0,20211218.0,177,234,75.0,18,15.0,1.0,72232.0,58929.0,32.0,49117.759999999995,13303.0,0,1344.69
236.0,,777,238,64.0,17,10.0,1.0,90435.0,80713.0,7.0,84104.54999999999,9722.0,0,1589.81
1671.0,,417,251,97.0,8,13.0,1.0,102374.0,84311.0,14.0,88041.64,18063.0,1,3020.92
1008.0,,391,356,59.0,8,20.0,1.0,1000.0,88142.0,17.0,830.0,-87142.0,1,2604.73
1355.0,,576,593,54.0,32,16.0,1.0,123046.0,88877.0,16.0,103358.64,34169.0,0,2979.54
1862.0,,831,65,34.0,12,10.0,1.0,38718.0,31960.0,34.0,25553.879999999997,6758.0,1,459.14
1302.0,,460,62,69.0,35,6.0,1.0,35967.0,29424.0,1.0,35607.33,6543.0,0,1038.53
888.0,,307,409,6.0,32,20.0,1.0,53184.0,45143.0,30.0,37228.799999999996,8041.0,0,1012.92
555.0,,706,149,39.0,28,12.0,1.0,133442.0,117091.0,12.0,117428.96,16351.0,1,
1946.0,20241119.0,295,488,86.0,23,4.0,1.0,135514.0,99798.0,26.0,100280.36,35716.0,0,4653.39
251.0,,146,560,78.0,14,6.0,1.0,29814.0,24446.0,8.0,27428.88,5368.0,1,504.03
1375.0,,822,349,68.0,17,13.0,1.0,66002.0,53303.0,30.0,46201.399999999994,12699.0,0,634.75
987.0,,694,379,47.0,35,18.0,1.0,1000.0,115428.0,23.0,770.0,-114428.0,0,2525.21
1858.0,,199,361,14.0,12,15.0,1.0,,61268.0,23.0,,,0,1311.68
1624.0,,706,7,71.0,27,13.0,1.0,47071.0,41331.0,5.0,44717.45,5740.0,1,960.31
1133.0,,522,307,59.0,4,20.0,1.0,34973.0,31234.0,19.0,28328.13,3739.0,1,734.05
745.0,,353,495,21.0,5,2.0,1.0,60190.0,56128.0,22.0,46948.200000000004,4062.0,0,1927.75
