id_vehiculo,marca,modelo,tipo,año_modelo,cilindraje,tipo_combustible,color
1,mitsubishi,eclipse cross,moto,2017,1000,Híbrido,azul
2,toyota,land cruiser,carro,2019,2400,Híbrido,azul
3,honda,civic,camioneta,2013,3000,Gasolina,rojo
4,honda,cr v,carro,2012,3500,Gas Natural,azul
5,chevrolet,s10,camioneta,2019,2400,Diesel,azul
6,suzuki,jimny,pickup,2018,1000,Eléctrico,rojo
7,nissan,pathfinder,pickup,2024,3000,Diesel,negro
8,ford,explorer,camioneta,2023,1000,Gasolina,negro
9,mazda,mazda3,carro,2012,2400,Diesel,plata
10,ford,maverick,carro,2015,2400,Gas Natural,gris
11,volkswagen,polo,camioneta,2018,1200,Gasolina,negro
12,kia,rio,bus,2014,1600,Gasolina,gris
13,chevrolet,spin,bus,2019,2400,Híbrido,gris
14,honda,civic,bus,2021,2000,Diesel,azul
16,chevrolet,montana,furgon,2019,3500,Diesel,naranja
17,mitsubishi,asx,camioneta,2013,3500,Diesel,verde
18,nissan,sentra,moto,2024,2400,Gas Natural,azul
19,kia,carnival,pickup,2023,3000,Eléctrico,azul
20,suzuki,vitara,camioneta,2014,1400,Gas Natural,rojo
21,toyota,prado,camioneta,2017,2400,Diesel,amarillo
22,mitsubishi,l200,furgon,2019,1200,Diesel,rojo
23,mazda,mazda3,camioneta,2012,1200,Híbrido,negro
24,ford,fiesta,moto,2018,1400,Diesel,blanco
25,kia,carnival,furgon,2012,4000,Gas Natural,verde
26,volkswagen,t cross,carro,2017,1600,Gas Natural,blanco
27,renault,koleos,furgon,2012,3000,Gasolina,azul
28,honda,hr v,furgon,2025,4000,Híbrido,naranja
29,volkswagen,amarok,pickup,2022,1000,Gasolina,gris
30,nissan,kicks,pickup,2019,4000,Eléctrico,naranja
31,ford,maverick,furgon,2017,2000,Gasolina,rojo
32,suzuki,jimny,camioneta,2014,1600,Gasolina,marron
33,toyota,hilux,furgon,2019,1400,Gas Natural,gris
34,volkswagen,t cross,furgon,2018,2400,Eléctrico,gris
35,kia,sonet,bus,2020,1000,Diesel,gris
36,toyota,corolla,pickup,2016,2000,Gasolina,negro
37,kia,seltos,camioneta,2024,3000,Diesel,vino
38,nissan,frontier,camioneta,2015,3000,Diesel,negro
39,mazda,mazda3,carro,2025,3000,Gasolina,blanco
40,mitsubishi,outlander,pickup,2014,1500,Diesel,negro
41,toyota,yaris,carro,2016,1200,Híbrido,azul
42,chevrolet,tracker,moto,2014,3000,Gasolina,azul
43,nissan,x trail,pickup,2024,2000,Gas Natural,plata
44,volkswagen,t cross,furgon,2024,1000,Diesel,negro
45,hyundai,tucson,furgon,2016,1500,Eléctrico,azul
46,renault,stepway,furgon,2019,1400,Diesel,plata
47,chevrolet,spin,pickup,2019,3500,Híbrido,gris
48,kia,seltos,carro,2019,4000,Híbrido,vino
49,ford,maverick,moto,2016,3000,Gasolina,blanco
50,mazda,bt 50,furgon,2015,2400,Diesel,beige
51,volkswagen,t cross,camioneta,2019,1600,Diesel,blanco
52,kia,picanto,furgon,2013,1600,Gas Natural,gris
53,honda,hr v,moto,2013,1400,Gasolina,plata
54,nissan,x trail,camioneta,2014,1400,Diesel,marron
55,renault,duster,carro,2014,3000,Eléctrico,plata
56,toyota,hilux,pickup,2024,1600,Diesel,negro
57,volkswagen,t cross,moto,2013,1500,Eléctrico,azul
58,mitsubishi,l200,furgon,2025,2400,Eléctrico,rojo
59,honda,fit,camioneta,2024,1800,Gasolina,gris
60,renault,logan,moto,2016,1800,Gasolina,rojo
61,ford,ranger,carro,2014,1600,Diesel,marron
62,nissan,kicks,carro,2019,3500,Diesel,rojo
63,mazda,cx 30,bus,2013,2400,Eléctrico,marron
64,toyota,corolla,furgon,2018,1200,Diesel,negro
65,volkswagen,virtus,bus,2019,4000,Gas Natural,naranja
66,suzuki,s cross,furgon,2013,1600,Gasolina,marron
67,mazda,mazda6,moto,2012,3000,Diesel,blanco
68,nissan,pathfinder,bus,2017,1200,Híbrido,azul
69,suzuki,jimny,camioneta,2014,3500,Gasolina,negro
70,suzuki,swift,pickup,2018,3500,Gas Natural,negro
71,hyundai,accent,bus,2016,1600,Gas Natural,rojo
72,volkswagen,jetta,carro,2022,1400,Diesel,rojo
73,mitsubishi,outlander,carro,2015,1800,Gas Natural,plata
74,nissan,pathfinder,bus,2022,3500,Híbrido,plata
75,ford,ranger,moto,2014,1000,Diesel,azul
76,hyundai,creta,moto,2019,2400,Gas Natural,plata
77,hyundai,ioniq,moto,2021,1200,Gasolina,blanco
78,kia,seltos,bus,2015,3000,Híbrido,verde
79,mitsubishi,outlander,moto,2022,1600,Diesel,azul
80,ford,focus,carro,2022,2400,Eléctrico,beige
81,suzuki,jimny,moto,2021,1000,Eléctrico,rojo
82,chevrolet,blazer,bus,2019,1200,Gasolina,gris
83,kia,sportage,carro,2021,1600,Gas Natural,amarillo
84,volkswagen,amarok,moto,2015,1200,Híbrido,marron
85,ford,maverick,pickup,2023,1400,Diesel,gris
86,mitsubishi,lancer,pickup,2022,1000,Diesel,gris
87,volkswagen,amarok,camioneta,2023,1800,Gasolina,negro
88,toyota,land cruiser,pickup,2017,1400,Gasolina,marron
89,suzuki,vitara,camioneta,2012,1000,Diesel,beige
90,kia,cerato,furgon,2019,1600,Eléctrico,plata
91,nissan,pathfinder,moto,2018,1000,Diesel,gris
92,chevrolet,onix,pickup,2022,1500,Diesel,gris
93,kia,seltos,moto,2015,2000,Diesel,azul
94,volkswagen,gol,furgon,2017,1400,Gasolina,negro
95,renault,kwid,camioneta,2023,4000,Gasolina,azul
96,honda,cr v,furgon,2019,1000,Gas Natural,gris
97,honda,civic,camioneta,2023,1200,Gasolina,rojo
98,kia,picanto,moto,2015,1200,Gasolina,beige
99,nissan,x trail,carro,2012,1500,Diesel,amarillo
100,renault,duster,pickup,2012,4000,Diesel,gris
101,honda,accord,bus,2025,1600,Gasolina,azul
102,honda,fit,furgon,2020,3500,Eléctrico,rojo
103,mitsubishi,l200,camioneta,2020,3500,Diesel,rojo
104,honda,accord,furgon,2024,1800,Diesel,blanco
105,renault,logan,bus,2012,1800,Diesel,negro
106,ford,explorer,camioneta,2020,1500,Gasolina,rojo
107,kia,sonet,furgon,2021,1200,Gas Natural,azul
108,volkswagen,jetta,carro,2022,3500,Gas Natural,gris
109,mitsubishi,lancer,camioneta,2023,1600,Diesel,naranja
110,toyota,fortuner,camioneta,2025,1800,Gasolina,verde
111,hyundai,creta,moto,2017,1600,Híbrido,plata
112,volkswagen,t cross,bus,2014,3000,Gasolina,rojo
113,renault,oroch,carro,2012,2000,Diesel,negro
114,hyundai,i10,moto,2024,2000,Gasolina,rojo
115,hyundai,i20,moto,2015,1000,Diesel,negro
116,hyundai,tucson,furgon,2025,1500,Gasolina,marron
117,chevrolet,s10,pickup,2023,2000,Gas Natural,rojo
118,ford,ranger,pickup,2023,1000,Gasolina,azul
119,volkswagen,virtus,carro,2014,4000,Diesel,verde
