año,mes,ventas,ingresos,costos,margen,margen_porcentaje,ventas_financiadas,num_financiadas,periodo,tasa_financiacion
2020,1,10,753993.0,2000000.0,-1246007.0,-202.06020604213995,147965.0,3,2020-01,19.624187492456826
2020,2,8,566304.0,1600000.0,-1033696.0,-249.26654033780784,295707.0,5,2020-02,52.21700711985082
2020,3,14,926329.0,2800000.0,-1873671.0,-248.00818485918003,425882.0,7,2020-03,45.975242057627476
2020,4,21,1428993.0,4200000.0,-2771007.0,-268.5677712916693,839922.0,13,2020-04,58.77719484979982
2020,5,12,774022.0,2400000.0,-1625978.0,-316.7825328958924,232144.0,3,2020-05,29.991912374583666
2020,6,18,1136493.0,3600000.0,-2463507.0,-313.975263838245,514269.0,8,2020-06,45.25052068072571
2020,7,25,1695709.0,5000000.0,-3304291.0,-258.2109776474215,893175.0,12,2020-07,52.67265786759403
2020,8,6,461775.0,1200000.0,-738225.0,-216.7128889618166,341556.0,4,2020-08,73.96589248010395
2020,9,13,914583.0,2600000.0,-1685417.0,-226.864064609508,626350.0,8,2020-09,68.48476300128037
2020,10,14,738805.0,2800000.0,-2061195.0,-348.1447074978013,430383.0,7,2020-10,58.25393710112953
2020,11,18,1388139.0,3600000.0,-2211861.0,-200.37911689386493,642481.0,8,2020-11,46.28362145289485
2020,12,10,631514.0,2000000.0,-1368486.0,-284.30871020298827,205188.0,3,2020-12,32.49144120320373
2021,1,9,751247.0,1800000.0,-1048753.0,-155.87266567896435,591891.0,7,2021-01,78.78780214762921
2021,2,6,374220.0,1200000.0,-825780.0,-272.95726261589897,241303.0,3,2021-02,64.48158837047725
2021,3,12,950142.0,2400000.0,-1449858.0,-192.02476083810947,515781.0,6,2021-03,54.28462271955139
2021,4,9,750274.0,1800000.0,-1049726.0,-179.4433131894233,435408.0,5,2021-04,58.033198538134066
2021,5,15,936428.0,3000000.0,-2063572.0,-339.1317967303308,541809.0,9,2021-05,57.85911997505414
2021,6,4,286472.0,800000.0,-513528.0,-188.15344207720062,226255.0,3,2021-06,78.97979558211622
2021,7,14,962744.0,2800000.0,-1837256.0,-243.1256511280576,167571.0,3,2021-07,17.405561603084514
2021,8,3,237487.0,600000.0,-362513.0,-153.96907066273477,84017.0,1,2021-08,35.377515400842995
2021,9,10,832059.0,2000000.0,-1167941.0,-172.5017054188039,529671.0,7,2021-09,63.657865608087896
2021,10,9,548963.0,1800000.0,-1251037.0,-301.956899555992,155694.0,3,2021-10,28.361474270579258
2021,11,19,1405181.0,3800000.0,-2394819.0,-241.5661860971305,760201.0,11,2021-11,54.099863291632886
2021,12,18,1255643.0,3600000.0,-2344357.0,-227.68691482320804,570297.0,8,2021-12,45.41872172265525
2022,1,12,892097.0,2400000.0,-1507903.0,-209.64866447885743,628078.0,8,2022-01,70.404675724725
2022,2,11,720299.0,2200000.0,-1479701.0,-283.4862520926594,330350.0,5,2022-02,45.86289860183063
2022,3,9,754151.0,1800000.0,-1045849.0,-152.8695448303603,227086.0,3,2022-03,30.11147634890095
2022,4,13,1067310.0,2600000.0,-1532690.0,-203.0573687851978,801495.0,9,2022-04,75.09486465975209
2022,5,17,1196927.0,3400000.0,-2203073.0,-241.0704227223789,306152.0,5,2022-05,25.578168092122578
2022,6,6,499741.0,1200000.0,-700259.0,-162.62311992301952,266584.0,3,2022-06,53.344432415991484
2022,7,20,1435997.0,4000000.0,-2564003.0,-229.66682744172255,580190.0,8,2022-07,40.40328775060115
2022,8,10,656609.0,2000000.0,-1343391.0,-277.9094005046053,252526.0,4,2022-08,38.459113414528275
2022,9,16,1237143.0,3200000.0,-1962857.0,-214.4101790463646,436245.0,6,2022-09,35.262293849619645
2022,10,13,886740.0,2600000.0,-1713260.0,-262.8320731285684,475508.0,7,2022-10,53.62428671312899
2022,11,12,701317.0,2400000.0,-1698683.0,-324.9571225327858,488397.0,8,2022-11,69.63997735688712
2022,12,6,373885.0,1200000.0,-826115.0,-349.492282992065,220302.0,4,2022-12,58.92239592388033
2023,1,7,524933.0,1400000.0,-875067.0,-189.47565181412168,401986.0,5,2023-01,76.57853478443916
2023,2,9,770408.0,1800000.0,-1029592.0,-159.86213146575545,770408.0,9,2023-02,100.0
2023,3,14,984717.0,2800000.0,-1815283.0,-236.81488244063755,566390.0,8,2023-03,57.51804833266817
2023,4,8,712115.0,1600000.0,-887885.0,-154.93359591967024,404696.0,4,2023-04,56.830146816174356
2023,5,21,1442843.0,4200000.0,-2757157.0,-245.90982009100713,751121.0,11,2023-05,52.05840136452823
2023,6,12,865143.0,2400000.0,-1534857.0,-194.08754645328202,449657.0,6,2023-06,51.97487582977611
2023,7,19,1516843.0,3800000.0,-2283157.0,-211.99635255709902,873265.0,11,2023-07,57.5712186429314
2023,8,10,766675.0,2000000.0,-1233325.0,-225.74749304561183,517413.0,7,2023-08,67.48791860958033
2023,9,9,481071.0,1800000.0,-1318929.0,-324.1730204868242,252434.0,4,2023-09,52.473335536750284
2023,10,4,221427.0,800000.0,-578573.0,-305.03733518754484,125536.0,2,2023-10,56.694079764437035
2023,11,20,1471268.0,4000000.0,-2528732.0,-221.71251908539517,661188.0,9,2023-11,44.94001092934802
2023,12,9,570678.0,1800000.0,-1229322.0,-258.78930629804455,301078.0,5,2023-12,52.75794756412547
2024,1,17,1207392.0,3400000.0,-2192608.0,-234.9836868510722,575760.0,7,2024-01,47.686252683469824
2024,2,8,571859.0,1600000.0,-1028141.0,-220.98422680778745,413103.0,5,2024-02,72.23861126606383
2024,3,10,709625.0,2000000.0,-1290375.0,-218.19469234150105,352323.0,5,2024-03,49.64918090540779
2024,4,12,852170.0,2400000.0,-1547830.0,-220.6321695663274,319305.0,4,2024-04,37.469636340166865
2024,5,7,440226.0,1400000.0,-959774.0,-277.8598128692405,124560.0,3,2024-05,28.294557795314223
2024,6,10,869458.0,2000000.0,-1130542.0,-162.66081324878243,477182.0,6,2024-06,54.882697036544606
2024,7,13,606351.0,2600000.0,-1993649.0,-410.79693318500944,404817.0,9,2024-07,66.76281559690675
2024,8,8,615371.0,1600000.0,-984629.0,-178.41473123825577,440426.0,6,2024-08,71.57080850413816
2024,9,10,911305.0,2000000.0,-1088695.0,-128.99332807982879,300545.0,4,2024-09,32.979628115724154
2024,10,8,545221.0,1600000.0,-1054779.0,-283.4721655591882,254402.0,4,2024-10,46.66034507108127
2024,11,18,1129114.0,3600000.0,-2470886.0,-304.50995440952755,747266.0,11,2024-11,66.1816255931642
2024,12,8,560221.0,1600000.0,-1039779.0,-262.87448231771197,446543.0,5,2024-12,79.70836509163348
